...1,Date,AveragePrice,Total Volume,Size_Small,Size_Large,Size_XL,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
49,2015-01-18,1.27,41482.48,26336.41,14789.4,0,356.67,356.67,0,0,organic,2015,SanFrancisco
50,2015-01-11,1.12,29676.78,17907.49,11586.46,0,182.83,182.83,0,0,organic,2015,SanFrancisco
51,2015-01-04,1.18,22630.58,13175.57,9028.34,0,426.67,426.67,0,0,organic,2015,SanFrancisco
0,2016-12-25,1.17,81458.1,11324.9,25698.37,0,44434.83,37064.95,7369.88,0,organic,2016,LosAngeles
1,2016-12-18,1.29,75362.42,8328.2,30745.08,101.67,36187.47,31983.42,4204.05,0,organic,2016,LosAngeles
2,2016-12-11,1.31,77692.93,8725.85,29110.77,45.38,39810.93,31526.04,8284.89,0,organic,2016,LosAngeles
3,2016-12-04,1.52,68500.56,9917.23,25081.27,10.96,33491.1,30856.88,2634.22,0,organic,2016,LosAngeles
4,2016-11-27,1.64,63734.67,7949.89,22176.16,6.27,33602.35,28969.13,4633.22,0,organic,2016,LosAngeles
5,2016-11-20,1.67,60249.61,6503.09,18671.5,9.41,35065.61,30815.31,4250.3,0,organic,2016,LosAngeles
6,2016-11-13,1.7,66733.93,8552.62,21195.25,7.84,36978.22,29706.65,7271.57,0,organic,2016,LosAngeles
7,2016-11-06,1.94,64388.86,9018.29,23288.44,0,32082.13,21367.19,10714.94,0,organic,2016,LosAngeles
8,2016-10-30,2.1,48849.52,9327.57,19918.58,1.57,19601.8,11425.53,8176.27,0,organic,2016,LosAngeles
9,2016-10-23,2.44,35647.66,5614.53,22373.4,0,7659.73,7620.35,39.38,0,organic,2016,LosAngeles
10,2016-10-16,1.85,56666.92,8637.11,27140.31,0,20889.5,20720.21,169.29,0,organic,2016,LosAngeles
11,2016-10-09,1.58,72073.73,10127.13,23301.08,12.66,38632.86,38000.26,632.6,0,organic,2016,LosAngeles
12,2016-10-02,1.52,76112.99,10357.01,22863.79,3.17,42889.02,37434,5455.02,0,organic,2016,LosAngeles
13,2016-09-25,1.62,62154.36,7132.44,25173.2,0,29848.72,25361.07,4487.65,0,organic,2016,LosAngeles
14,2016-09-18,1.47,74445.93,13098.28,24958.57,0,36389.08,31194.03,5195.05,0,organic,2016,LosAngeles
15,2016-09-11,1.2,109755.53,14941.57,36981.61,23.87,57808.48,56410.52,1397.96,0,organic,2016,LosAngeles
16,2016-09-04,1.29,106844.47,13910.17,28437.88,0,64496.42,62061.45,2434.97,0,organic,2016,LosAngeles
17,2016-08-28,1.26,104270.76,14056.73,25916.53,6.38,64291.12,63624.45,666.67,0,organic,2016,LosAngeles
18,2016-08-21,1.19,114354.69,19567.47,23068.15,3.2,71715.87,71174.26,541.61,0,organic,2016,LosAngeles
19,2016-08-14,1.2,131165.91,18708.27,27837.86,28.79,84590.99,79648.93,4942.06,0,organic,2016,LosAngeles
20,2016-08-07,1.14,130613.45,13657.37,25621.52,0,91334.56,72770.01,18564.55,0,organic,2016,LosAngeles
21,2016-07-31,1.21,115313.85,14654.26,28278.26,1.6,72379.73,70166.73,2213,0,organic,2016,LosAngeles
22,2016-07-24,1.21,111080.96,14249.95,27897.64,20.74,68912.63,61674.03,7238.6,0,organic,2016,LosAngeles
23,2016-07-17,1.23,114343.02,14443.34,30091.66,3.18,69804.84,69782.74,22.1,0,organic,2016,LosAngeles
24,2016-07-10,1.15,125690.61,21301.03,27011.26,9.53,77368.79,77225.89,142.9,0,organic,2016,LosAngeles
25,2016-07-03,1.23,116296.31,16982.26,37943.18,6.32,61364.55,59745.31,1619.24,0,organic,2016,LosAngeles
26,2016-06-26,1.18,112304.11,23280.48,34516.17,6.31,54501.15,54443.32,57.83,0,organic,2016,LosAngeles
27,2016-06-19,1.23,110087.71,15800.4,36039.49,11.01,58236.81,58189.62,47.19,0,organic,2016,LosAngeles
28,2016-06-12,1.15,106514.62,16790.67,34443.11,0,55280.84,55248.05,32.79,0,organic,2016,LosAngeles
29,2016-06-05,1.18,99717.99,17642.18,26736,7.74,55332.07,54949.32,382.75,0,organic,2016,LosAngeles
30,2016-05-29,1.11,111714.45,14878.34,30381.74,0,66454.37,66031.6,422.77,0,organic,2016,LosAngeles
31,2016-05-22,0.98,115978.52,14507.68,32012.84,0,69458,69453.71,4.29,0,organic,2016,LosAngeles
32,2016-05-15,1.14,108031.14,15403.16,30675.2,0,61952.78,61935.64,17.14,0,organic,2016,LosAngeles
33,2016-05-08,1.13,119123.05,11723.12,34690.14,0,72709.79,72600.22,109.57,0,organic,2016,LosAngeles
34,2016-05-01,1.11,102002.62,9913.94,29545.47,0,62543.21,62529.52,13.69,0,organic,2016,LosAngeles
35,2016-04-24,1.04,117010.57,11729.01,31942.24,0,73339.32,73262.37,76.95,0,organic,2016,LosAngeles
36,2016-04-17,1.01,106228.91,10528.54,24399.57,0,71300.8,70842.07,458.73,0,organic,2016,LosAngeles
37,2016-04-10,1.05,108798.33,10479.16,31798.45,0,66520.72,63788,2732.72,0,organic,2016,LosAngeles
38,2016-04-03,1.08,117966.34,11577.05,45515.68,0,60873.61,53603.7,7269.91,0,organic,2016,LosAngeles
39,2016-03-27,1.07,104358.7,8848.36,30213.25,3.07,65294.02,53904.69,11389.33,0,organic,2016,LosAngeles
40,2016-03-20,1.1,96605.4,9650.76,29926.72,3.07,57024.85,51792.12,5232.73,0,organic,2016,LosAngeles
41,2016-03-13,1.09,117245.31,11588.48,37583.32,0,68073.51,59198.13,8875.38,0,organic,2016,LosAngeles
42,2016-03-06,0.96,115143.8,10846.95,27074.16,3.07,77219.62,76838.15,381.47,0,organic,2016,LosAngeles
43,2016-02-28,0.96,128489.58,10893.74,32404.81,4.61,85186.42,84672.69,513.73,0,organic,2016,LosAngeles
44,2016-02-21,1.07,91664.08,9483.06,27925.49,7.69,54247.84,53008.59,1239.25,0,organic,2016,LosAngeles
45,2016-02-14,1.09,89422.16,7138.11,29178.56,90.94,53014.55,45117.48,7897.07,0,organic,2016,LosAngeles
46,2016-02-07,1.07,80943.91,7720.21,22562,37.04,50624.66,38739.27,11885.39,0,organic,2016,LosAngeles
47,2016-01-31,1.02,81433.73,9874.87,21594.16,80.34,49884.36,39705.53,10178.83,0,organic,2016,LosAngeles
48,2016-01-24,1.06,79706.09,8070.14,27332.04,0,44303.91,14074.29,30229.62,0,organic,2016,LosAngeles
49,2016-01-17,1.18,65863.8,10218.02,19372.67,0,36273.11,19708.1,16565.01,0,organic,2016,LosAngeles
50,2016-01-10,1.08,80027.43,11524.93,17132.02,0,51370.48,41151.84,10218.64,0,organic,2016,LosAngeles
51,2016-01-03,1.15,60896.62,11697.8,18392.56,0,30806.26,26300.54,4505.72,0,organic,2016,LosAngeles
0,2016-12-25,2.41,4567.83,1449.65,2867.8,2.68,247.7,247.7,0,0,organic,2016,Sacramento
1,2016-12-18,2.36,3768.98,1376.52,2177.8,0,214.66,214.66,0,0,organic,2016,Sacramento
2,2016-12-11,2.46,3874.86,1283.52,2305.73,0,285.61,285.61,0,0,organic,2016,Sacramento
3,2016-12-04,2.52,4384.51,1687.59,2234.55,0,462.37,462.37,0,0,organic,2016,Sacramento
4,2016-11-27,2.61,4143.89,1531.72,2161.72,2.66,447.79,432.62,15.17,0,organic,2016,Sacramento
5,2016-11-20,2.54,5413.97,1621.47,2602.34,2.66,1187.5,1128.05,59.45,0,organic,2016,Sacramento
6,2016-11-13,2.65,6026.15,1981.78,3036.85,0,1007.52,998.68,8.84,0,organic,2016,Sacramento
7,2016-11-06,2.82,5372.3,1769.57,3105.69,0,497.04,493.71,3.33,0,organic,2016,Sacramento
8,2016-10-30,2.44,5676.57,1550.22,3615.86,0,510.49,510.49,0,0,organic,2016,Sacramento
9,2016-10-23,2.23,5525.46,1044.35,3807.61,5.34,668.16,668.16,0,0,organic,2016,Sacramento
10,2016-10-16,2.13,4315.59,1299.88,2582.51,0,433.2,433.2,0,0,organic,2016,Sacramento
11,2016-10-09,2.39,5634.61,1178.65,4135.76,0,320.2,320.2,0,0,organic,2016,Sacramento
12,2016-10-02,2.33,6408.53,1399.51,4712.45,7.96,288.61,268.61,20,0,organic,2016,Sacramento
13,2016-09-25,2.18,6758.91,1733.09,4758.69,9.29,257.84,251.17,6.67,0,organic,2016,Sacramento
14,2016-09-18,2.17,7095.5,1674.83,5064.47,2.65,353.55,343.55,10,0,organic,2016,Sacramento
15,2016-09-11,2.19,7223.46,1512.68,5358.04,3.98,348.76,345.43,3.33,0,organic,2016,Sacramento
16,2016-09-04,2.19,6913.79,1311.6,5222.39,0,379.8,379.8,0,0,organic,2016,Sacramento
17,2016-08-28,2.23,6918.81,1196.98,5359.18,2.66,359.99,359.99,0,0,organic,2016,Sacramento
18,2016-08-21,2.19,6172.17,1455.86,4408.45,0,307.86,307.86,0,0,organic,2016,Sacramento
19,2016-08-14,1.96,7490.34,1651.39,5561.63,0,277.32,277.32,0,0,organic,2016,Sacramento
20,2016-08-07,2.2,7923.11,1615.94,5967.25,0,339.92,316.59,23.33,0,organic,2016,Sacramento
21,2016-07-31,2.19,7426.56,1534.01,5582.08,2.66,307.81,307.81,0,0,organic,2016,Sacramento
22,2016-07-24,2.15,7348.62,1607.42,5412.41,2.66,326.13,326.13,0,0,organic,2016,Sacramento
23,2016-07-17,2.14,7715.38,1596.88,5807.8,0,310.7,310.7,0,0,organic,2016,Sacramento
24,2016-07-10,2.13,8347.48,1784.58,6221.27,0,341.63,341.63,0,0,organic,2016,Sacramento
25,2016-07-03,2.13,9057.29,1931.88,6761.58,0,363.83,363.83,0,0,organic,2016,Sacramento
26,2016-06-26,1.79,9617.62,2537.74,6488.42,0,591.46,591.46,0,0,organic,2016,Sacramento
27,2016-06-19,2.13,7417.31,1496.2,5679.56,0,241.55,241.55,0,0,organic,2016,Sacramento
28,2016-06-12,2.11,7608.58,1478.16,5966.52,0,163.9,163.9,0,0,organic,2016,Sacramento
29,2016-06-05,2.08,8123.66,1423.81,6372.3,0,327.55,327.55,0,0,organic,2016,Sacramento
30,2016-05-29,1.99,9333.72,1748.33,7197.21,0,388.18,388.18,0,0,organic,2016,Sacramento
31,2016-05-22,2.01,8439.22,1744.81,6492.36,0,202.05,202.05,0,0,organic,2016,Sacramento
32,2016-05-15,1.72,11673.76,3732.91,7340.87,0,599.98,599.98,0,0,organic,2016,Sacramento
33,2016-05-08,1.4,12962.2,1851.63,10971.67,0,138.9,138.9,0,0,organic,2016,Sacramento
34,2016-05-01,1.41,13056.72,1777.72,10850.42,0,428.58,428.58,0,0,organic,2016,Sacramento
35,2016-04-24,2.01,8840.73,1726.1,6795.19,0,319.44,319.44,0,0,organic,2016,Sacramento
36,2016-04-17,1.95,8477.64,1585.91,6479.19,0,412.54,412.54,0,0,organic,2016,Sacramento
37,2016-04-10,2.05,7871.28,1570.39,5977.15,0,323.74,323.74,0,0,organic,2016,Sacramento
38,2016-04-03,2.03,8108.18,1317.74,6587.37,0,203.07,203.07,0,0,organic,2016,Sacramento
39,2016-03-27,2.07,7588.03,1210.19,6043.13,0,334.71,331.38,3.33,0,organic,2016,Sacramento
40,2016-03-20,1.96,7688.54,1124.36,6330.38,0,233.8,233.8,0,0,organic,2016,Sacramento
41,2016-03-13,2.04,7402.74,1313.23,5918.66,0,170.85,170.85,0,0,organic,2016,Sacramento
42,2016-03-06,1.88,9728.1,1979.45,7072.14,0,676.51,676.51,0,0,organic,2016,Sacramento
43,2016-02-28,2.01,7998.27,1156.04,6504.7,0,337.53,334.2,3.33,0,organic,2016,Sacramento
44,2016-02-21,2.04,6818.11,1000.93,5572.52,0,244.66,241.33,3.33,0,organic,2016,Sacramento
45,2016-02-14,1.98,7588.38,1013.96,6423.04,0,151.38,148.47,2.91,0,organic,2016,Sacramento
46,2016-02-07,1.72,8361.61,1176.14,6908.66,0,276.81,276.81,0,0,organic,2016,Sacramento
47,2016-01-31,1.73,9768.28,1966.28,7082.01,0,719.99,719.99,0,0,organic,2016,Sacramento
48,2016-01-24,1.73,7361.79,1130.66,5939.57,0,291.56,291.56,0,0,organic,2016,Sacramento
49,2016-01-17,1.72,6880.85,1153.85,5593.51,0,133.49,133.49,0,0,organic,2016,Sacramento
50,2016-01-10,1.68,6929.96,1251.06,5380.3,0,298.6,298.6,0,0,organic,2016,Sacramento
51,2016-01-03,1.68,7911.16,1317.55,6361.92,0,231.69,231.69,0,0,organic,2016,Sacramento
0,2016-12-25,1.43,12022.95,715.07,7537.57,0,3770.31,540,3230.31,0,organic,2016,SanDiego
1,2016-12-18,1.63,12212.22,829.17,9348.28,52.46,1982.31,403.33,1578.98,0,organic,2016,SanDiego
2,2016-12-11,1.49,14513.56,1070.01,9924.91,4.76,3513.88,526.67,2987.21,0,organic,2016,SanDiego
3,2016-12-04,2.06,9419.21,1464.73,6546.16,0,1408.32,540,868.32,0,organic,2016,SanDiego
4,2016-11-27,2.12,10271.6,865.46,7228.46,0,2177.68,380,1797.68,0,organic,2016,SanDiego
5,2016-11-20,2.22,8535.78,747.96,6107.03,0,1680.79,720,960.79,0,organic,2016,SanDiego
6,2016-11-13,2.1,10261.69,914.13,6460.16,0,2887.4,830,2057.4,0,organic,2016,SanDiego
7,2016-11-06,2.51,11300.17,1168.91,7700.03,0,2431.23,497.84,1933.39,0,organic,2016,SanDiego
8,2016-10-30,2.74,8933.54,1854.17,6533.7,0,545.67,545.67,0,0,organic,2016,SanDiego
9,2016-10-23,2.73,8533.85,653.46,6987.25,0,893.14,893.14,0,0,organic,2016,SanDiego
10,2016-10-16,2.28,11256.86,1073.78,9006.32,0,1176.76,1176.76,0,0,organic,2016,SanDiego
11,2016-10-09,2.22,10499.71,908.41,7917.99,0,1673.31,1673.31,0,0,organic,2016,SanDiego
12,2016-10-02,1.99,12215.92,980.57,7576.82,0,3658.53,3658.53,0,0,organic,2016,SanDiego
13,2016-09-25,2.35,9831.47,734.45,8359.4,0,737.62,737.62,0,0,organic,2016,SanDiego
14,2016-09-18,2.15,10274.36,1289.86,8195.56,0,788.94,756.43,32.51,0,organic,2016,SanDiego
15,2016-09-11,1.59,18422.92,2500.57,13057.42,0,2864.93,1950.17,914.76,0,organic,2016,SanDiego
16,2016-09-04,1.79,15730.69,2161.04,8451.98,0,5117.67,4219.46,898.21,0,organic,2016,SanDiego
17,2016-08-28,1.89,14359.34,2605.56,8258.88,0,3494.9,3283.42,211.48,0,organic,2016,SanDiego
18,2016-08-21,1.92,12240.19,3470.29,6774.71,0,1995.19,1757.47,237.72,0,organic,2016,SanDiego
19,2016-08-14,1.91,15584.89,3489.41,8753.2,4.95,3337.33,511.95,2825.38,0,organic,2016,SanDiego
20,2016-08-07,1.48,20143.55,1971.6,7907.1,0,10264.85,524.4,9740.45,0,organic,2016,SanDiego
21,2016-07-31,1.97,13275.24,1816.69,9171.8,6.61,2280.14,657.38,1622.76,0,organic,2016,SanDiego
22,2016-07-24,1.69,17192.77,2125.18,9589.68,3.3,5474.61,2202.85,3271.76,0,organic,2016,SanDiego
23,2016-07-17,1.91,14864.69,1579.48,10303.62,0,2981.59,2981.59,0,0,organic,2016,SanDiego
24,2016-07-10,1.43,20997.51,2752.28,8317.59,0,9927.64,9927.64,0,0,organic,2016,SanDiego
25,2016-07-03,1.49,21506.43,1895.27,11972.74,0,7638.42,7634.78,3.64,0,organic,2016,SanDiego
26,2016-06-26,1.52,20209.95,3158.64,11338.76,0,5712.55,5690.76,21.79,0,organic,2016,SanDiego
27,2016-06-19,1.46,20841.07,2114.63,11018.3,4.87,7703.27,7696.06,7.21,0,organic,2016,SanDiego
28,2016-06-12,1.45,18898.31,2863.86,11757.61,3.23,4273.61,4270.02,3.59,0,organic,2016,SanDiego
29,2016-06-05,1.52,17431.92,3340.24,8893.38,0,5198.3,5022.86,175.44,0,organic,2016,SanDiego
30,2016-05-29,1.44,18843.84,2154.42,9998.92,0,6690.5,6601.22,89.28,0,organic,2016,SanDiego
31,2016-05-22,1.15,21361.58,2091.2,10494.08,4.81,8771.49,8771.49,0,0,organic,2016,SanDiego
32,2016-05-15,1.53,16392.02,2107.1,9617.74,0,4667.18,4667.18,0,0,organic,2016,SanDiego
33,2016-05-08,1.37,22751.54,1313.14,11595.98,0,9842.42,9788.41,54.01,0,organic,2016,SanDiego
34,2016-05-01,1.37,17211.18,1184.83,9050.03,0,6976.32,6870.3,106.02,0,organic,2016,SanDiego
35,2016-04-24,1.22,19360.95,1677.44,9129.99,3.17,8550.35,8543.3,7.05,0,organic,2016,SanDiego
36,2016-04-17,1.29,16158.77,1367.99,8462.25,6.32,6322.21,6287.11,35.1,0,organic,2016,SanDiego
37,2016-04-10,1.23,19988.34,1574.7,9821.03,0,8592.61,6862.17,1730.44,0,organic,2016,SanDiego
38,2016-04-03,1.25,21630.01,1640.08,13036.06,0,6953.87,3636.46,3317.41,0,organic,2016,SanDiego
39,2016-03-27,1.35,16902.98,1329.74,9842.92,4.76,5725.56,1289.57,4435.99,0,organic,2016,SanDiego
40,2016-03-20,1.4,14926.04,1809.37,8607.36,3.21,4506.1,2285.38,2220.72,0,organic,2016,SanDiego
41,2016-03-13,1.38,20836.85,1821.51,12902.73,0,6112.61,1609.13,4503.48,0,organic,2016,SanDiego
42,2016-03-06,1.21,18148.41,1836.96,8499.93,0,7811.52,7772.41,39.11,0,organic,2016,SanDiego
43,2016-02-28,1.12,24693.33,1620.83,10119.81,0,12952.69,12878.1,74.59,0,organic,2016,SanDiego
44,2016-02-21,1.25,16903.84,1307.06,8403.84,4.79,7188.15,6474.65,713.5,0,organic,2016,SanDiego
45,2016-02-14,1.42,14114.3,667.06,9489.39,7.99,3949.86,670.13,3279.73,0,organic,2016,SanDiego
46,2016-02-07,1.32,13419.01,883.53,7162.51,12.78,5360.19,311.44,5048.75,0,organic,2016,SanDiego
47,2016-01-31,1.4,11694.11,1123.3,7131.28,12.78,3426.75,444.06,2982.69,0,organic,2016,SanDiego
48,2016-01-24,1.31,15316.04,1368.36,8300.29,0,5647.39,756.65,4890.74,0,organic,2016,SanDiego
49,2016-01-17,1.46,12118.57,1919.4,5839.47,0,4359.7,710.23,3649.47,0,organic,2016,SanDiego
50,2016-01-10,1.32,12435.43,1414.85,5266.26,0,5754.32,515.58,5238.74,0,organic,2016,SanDiego
51,2016-01-03,1.41,10975.51,1991.55,5916.03,0,3067.93,614.85,2453.08,0,organic,2016,SanDiego
0,2016-12-25,2.56,16169.17,5599.25,8335.16,0,2234.76,2234.76,0,0,organic,2016,SanFrancisco
1,2016-12-18,2.57,14537.83,4731.38,7497.35,0,2309.1,2309.1,0,0,organic,2016,SanFrancisco
2,2016-12-11,2.67,16323.32,5669.42,7627.83,0,3026.07,3026.07,0,0,organic,2016,SanFrancisco
3,2016-12-04,2.67,17934.25,7263.87,7440.44,0,3229.94,3217.12,12.82,0,organic,2016,SanFrancisco
4,2016-11-27,2.88,17864.74,7103,8383.87,0,2377.87,2292.98,84.89,0,organic,2016,SanFrancisco
5,2016-11-20,2.94,17436.41,5926.88,7823.25,0,3686.28,3620.25,66.03,0,organic,2016,SanFrancisco
6,2016-11-13,2.99,18930.4,6204.65,9341.41,0,3384.34,3337.67,46.67,0,organic,2016,SanFrancisco
7,2016-11-06,3.12,19043.8,5898.49,10039.34,0,3105.97,3079.3,26.67,0,organic,2016,SanFrancisco
8,2016-10-30,3.25,16700.94,2325.93,11142.85,0,3232.16,3232.16,0,0,organic,2016,SanFrancisco
9,2016-10-23,2.93,11252.48,522.51,7911.64,0,2818.33,2818.33,0,0,organic,2016,SanFrancisco
10,2016-10-16,2.34,9048.18,696.18,5316.66,0,3035.34,3035.34,0,0,organic,2016,SanFrancisco
11,2016-10-09,2.72,20761.25,1173.39,16842.78,0,2745.08,2717.31,27.77,0,organic,2016,SanFrancisco
12,2016-10-02,2.64,22501.25,915.83,18642.6,8.81,2934.01,2890.68,43.33,0,organic,2016,SanFrancisco
13,2016-09-25,2.35,21280.92,1004.39,17080.28,0,3196.25,3172.92,23.33,0,organic,2016,SanFrancisco
14,2016-09-18,2.39,23514.36,1244.2,20050.91,0,2219.25,2165.92,53.33,0,organic,2016,SanFrancisco
15,2016-09-11,2.37,24473.19,1085.31,20414.18,0,2973.7,2947.03,26.67,0,organic,2016,SanFrancisco
16,2016-09-04,2.38,24494.11,808.89,20860.73,0,2824.49,2771.16,53.33,0,organic,2016,SanFrancisco
17,2016-08-28,2.38,24143.51,879.59,20543.36,0,2720.56,2703.89,16.67,0,organic,2016,SanFrancisco
18,2016-08-21,2.37,20261,1618.49,16299.31,0,2343.2,2303.2,40,0,organic,2016,SanFrancisco
19,2016-08-14,2.02,25520.8,1769.21,21501.96,0,2249.63,2209.63,40,0,organic,2016,SanFrancisco
20,2016-08-07,2.33,24605.38,2253.95,19463.2,0,2888.23,2861.56,26.67,0,organic,2016,SanFrancisco
21,2016-07-31,2.29,23597.78,1680.88,20024.9,1.43,1890.57,1877.24,13.33,0,organic,2016,SanFrancisco
22,2016-07-24,2.37,22083.85,1599.49,18771.61,0,1712.75,1709.42,3.33,0,organic,2016,SanFrancisco
23,2016-07-17,2.3,26284.24,1394.27,22261.46,4.27,2624.24,2614.24,10,0,organic,2016,SanFrancisco
24,2016-07-10,2.32,29064.21,1759.68,25145.42,0,2159.11,2149.11,10,0,organic,2016,SanFrancisco
25,2016-07-03,2.31,29071.11,1423.41,25739.18,14.19,1894.33,1884.33,10,0,organic,2016,SanFrancisco
26,2016-06-26,2.21,29535.82,2214.42,25310.53,2.84,2008.03,2004.7,3.33,0,organic,2016,SanFrancisco
27,2016-06-19,2.31,26991.7,1610.48,23719.15,0,1662.07,1658.74,3.33,0,organic,2016,SanFrancisco
28,2016-06-12,2.25,27349.15,1204.96,24024.21,0,2119.98,2116.65,3.33,0,organic,2016,SanFrancisco
29,2016-06-05,2.3,26850.91,1444.73,23217.46,0,2188.72,2182.05,6.67,0,organic,2016,SanFrancisco
30,2016-05-29,2.34,28707.18,1397.86,25119.52,0,2189.8,2186.47,3.33,0,organic,2016,SanFrancisco
31,2016-05-22,2.34,30292.77,1453.65,27106.36,0,1732.76,1722.76,10,0,organic,2016,SanFrancisco
32,2016-05-15,2.27,31308.71,1845.91,27742.47,0,1720.33,1713.66,6.67,0,organic,2016,SanFrancisco
33,2016-05-08,1.32,51985.57,1609.98,48288.21,0,2087.38,2087.38,0,0,organic,2016,SanFrancisco
34,2016-05-01,1.33,47035.36,1480.41,43790.32,0,1764.63,1764.63,0,0,organic,2016,SanFrancisco
35,2016-04-24,2.21,29693.75,1506.58,26093.43,0,2093.74,2093.74,0,0,organic,2016,SanFrancisco
36,2016-04-17,2.33,25486.1,1308.2,22553.45,0,1624.45,1624.45,0,0,organic,2016,SanFrancisco
37,2016-04-10,2.33,25141.16,1173.24,22169.11,0,1798.81,1798.81,0,0,organic,2016,SanFrancisco
38,2016-04-03,2.3,24055.14,1124.32,21364.15,0,1566.67,1566.67,0,0,organic,2016,SanFrancisco
39,2016-03-27,2.23,25593.44,1256.99,22352.86,0,1983.59,1983.59,0,0,organic,2016,SanFrancisco
40,2016-03-20,2.33,24714.55,1130.34,21871.99,0,1712.22,1712.22,0,0,organic,2016,SanFrancisco
41,2016-03-13,2.27,25229.74,1352.64,22132.15,0,1744.95,1744.95,0,0,organic,2016,SanFrancisco
42,2016-03-06,2.31,24869.6,1787.24,22321.65,0,760.71,760.71,0,0,organic,2016,SanFrancisco
43,2016-02-28,2.29,24175.21,1143.86,23000.07,0,31.28,31.28,0,0,organic,2016,SanFrancisco
44,2016-02-21,2.38,21256.64,1145.81,20051.14,0,59.69,53.02,6.67,0,organic,2016,SanFrancisco
45,2016-02-14,2.37,21276.09,1014.44,20230.54,0,31.11,31.11,0,0,organic,2016,SanFrancisco
46,2016-02-07,1.93,26088.82,1240.75,24785.95,0,62.12,62.12,0,0,organic,2016,SanFrancisco
47,2016-01-31,2.3,23630.61,1637.6,21868.98,0,124.03,86.82,37.21,0,organic,2016,SanFrancisco
48,2016-01-24,1.89,24292.32,1127.37,22922.9,0,242.05,127.23,114.82,0,organic,2016,SanFrancisco
49,2016-01-17,1.95,18983.23,1127.33,17731.64,0,124.26,105.62,18.64,0,organic,2016,SanFrancisco
50,2016-01-10,1.93,17568.19,1183.68,16067.37,0,317.14,233.19,83.95,0,organic,2016,SanFrancisco
51,2016-01-03,1.93,18894.27,1153.15,17249.32,0,491.8,382.86,108.94,0,organic,2016,SanFrancisco
0,2017-12-31,1.74,78872.75,15369.81,20722.83,0,42780.11,42693.41,86.7,0,organic,2017,LosAngeles
1,2017-12-24,1.8,69804.27,8580.98,24465.55,0,36757.74,36706.18,51.56,0,organic,2017,LosAngeles
2,2017-12-17,1.7,64716.36,9069.25,24736.13,0,30910.98,30852.65,58.33,0,organic,2017,LosAngeles
3,2017-12-10,1.78,69862.39,15944.09,19669.57,0,34248.73,34216.92,31.81,0,organic,2017,LosAngeles
4,2017-12-03,1.77,71010.03,7976.44,23155.32,0,39878.27,39864.21,14.06,0,organic,2017,LosAngeles
5,2017-11-26,2.01,59523.55,6444.55,21218.64,0,31860.36,31835.6,24.76,0,organic,2017,LosAngeles
6,2017-11-19,1.99,61451.23,6477.51,19956.35,0,35017.37,35003.39,13.98,0,organic,2017,LosAngeles
7,2017-11-12,1.98,62337.67,8390.23,17805.25,0,36142.19,36097.73,44.46,0,organic,2017,LosAngeles
8,2017-11-05,1.72,73723.79,7315.42,31324.47,0,35083.9,35048.65,35.25,0,organic,2017,LosAngeles
9,2017-10-29,1.99,67050.78,8078.35,19540.98,0,39431.45,39411.01,20.44,0,organic,2017,LosAngeles
10,2017-10-22,1.99,68637.55,7845.81,20466.32,0,40325.42,40286.28,39.14,0,organic,2017,LosAngeles
11,2017-10-15,2.12,57490.8,6151.13,16592.03,0,34747.64,34691.59,56.05,0,organic,2017,LosAngeles
12,2017-10-08,2.28,59194.04,5549.94,22828.93,0,30815.17,30769.51,45.66,0,organic,2017,LosAngeles
13,2017-10-01,2.1,65405.61,8450.82,26774.86,0,30179.93,30158.69,21.24,0,organic,2017,LosAngeles
14,2017-09-24,2.03,73696.3,12051.52,29225.85,1.59,32417.34,32377.02,40.32,0,organic,2017,LosAngeles
15,2017-09-17,2.32,64855.01,12786.21,24889.5,0,27179.3,27160.25,19.05,0,organic,2017,LosAngeles
16,2017-09-10,2.32,64680.12,11202.9,25484.11,0,27993.11,27987.79,5.32,0,organic,2017,LosAngeles
17,2017-09-03,2.11,70419.78,10621.24,27740.88,0,32057.66,32041.66,16,0,organic,2017,LosAngeles
18,2017-08-27,2.37,63222.41,11685.86,20166.84,0,31369.71,31337.34,32.37,0,organic,2017,LosAngeles
19,2017-08-20,2.16,75146.55,10649.2,18026.76,0,46470.59,46450.59,20,0,organic,2017,LosAngeles
20,2017-08-13,2.04,72817.55,10764.58,16810.19,0,45242.78,45097.35,145.43,0,organic,2017,LosAngeles
21,2017-08-06,2.1,67080.63,9064.57,19027.84,0,38988.22,38021.3,966.92,0,organic,2017,LosAngeles
22,2017-07-30,2.1,67790.94,9903.04,18850.52,0,39037.38,39001.29,36.09,0,organic,2017,LosAngeles
23,2017-07-23,2.07,70179.47,9095.61,24077.08,0,37006.78,36988.35,18.43,0,organic,2017,LosAngeles
24,2017-07-16,2.02,75021.72,10041.65,24449.24,0,40530.83,40510.47,20.36,0,organic,2017,LosAngeles
25,2017-07-09,1.42,120562.92,11868.34,28851.85,0,79842.73,79833.93,8.8,0,organic,2017,LosAngeles
26,2017-07-02,1.46,109111.93,11056.28,28190.18,0,69865.47,69737.02,128.45,0,organic,2017,LosAngeles
27,2017-06-25,1.37,109872.63,10376.87,24717.88,0,74777.88,72884.61,1893.27,0,organic,2017,LosAngeles
