expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER92313,Everest,1992,Autumn,8/27/1992,10/9/1992,10/11/1992,Success (main peak),8850,27,0,17,1,TRUE,Everest Trekking
EVER92303,Everest,1992,Autumn,8/23/1992,9/25/1992,10/4/1992,Success (main peak),8850,10,0,7,0,TRUE,Kunga
EVER92312,Everest,1992,Autumn,9/19/1992,10/19/1992,10/23/1992,"Bad weather (storms, high winds)",8750,16,0,0,0,TRUE,Mustang
EVER92402,Everest,1992,Winter,12/18/1992,2/3/1993,2/7/1993,Lack of time,7750,1,0,4,1,FALSE,Mandala Trekking
EVER92401,Everest,1992,Winter,11/16/1992,12/19/1992,12/25/1992,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,19,0,22,0,TRUE,Asian Trekking
EVER93117,Everest,1993,Spring,4/15/1993,5/16/1993,5/20/1993,Success (main peak),8850,9,0,6,0,TRUE,Kunga
EVER93114,Everest,1993,Spring,4/3/1993,5/10/1993,NA,Success (main peak),8850,10,0,0,0,TRUE,Kailash Journeys Treks
EVER93115,Everest,1993,Spring,4/6/1993,5/10/1993,NA,Success (main peak),8850,17,0,14,0,TRUE,NA
EVER93118,Everest,1993,Spring,4/21/1993,5/23/1993,5/24/1993,"Bad weather (storms, high winds)",7700,8,0,3,0,TRUE,Great Escapes Trekking
EVER93116,Everest,1993,Spring,4/8/1993,5/10/1993,5/17/1993,Success (main peak),8850,1,0,0,0,TRUE,Thamserku Trekking
EVER93103,Everest,1993,Spring,3/20/1993,5/16/1993,5/21/1993,Success (main peak),8850,9,0,6,0,TRUE,Asian Trekking
EVER93113,Everest,1993,Spring,4/2/1993,5/27/1993,6/1/1993,Success (main peak),8850,16,0,3,0,TRUE,Nepal Trek House
EVER93111,Everest,1993,Spring,3/30/1993,4/22/1993,NA,Success (main peak),8850,4,1,6,1,TRUE,Thamserku Trekking
EVER93307,Everest,1993,Autumn,8/30/1993,10/9/1993,10/18/1993,Success (main peak),8850,23,1,4,0,TRUE,Asian Trekking
EVER93302,Everest,1993,Autumn,8/22/1993,10/6/1993,10/12/1993,Success (main peak),8850,11,0,3,0,TRUE,Himalayan Explorers
EVER93309,Everest,1993,Autumn,9/1/1993,9/11/1993,9/13/1993,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,7,0,3,0,FALSE,Kunga
EVER93308,Everest,1993,Autumn,8/30/1993,9/18/1993,10/14/1993,"Bad weather (storms, high winds)",8000,9,0,4,0,FALSE,Kunga
EVER93303,Everest,1993,Autumn,8/23/1993,10/7/1993,10/9/1993,Success (main peak),8850,8,1,7,0,TRUE,Asian Trekking
EVER95112,Everest,1995,Spring,4/13/1995,5/15/1995,NA,Success (main peak),8850,12,0,9,0,TRUE,Wilderness Experience
EVER95101,Everest,1995,Spring,3/21/1995,5/7/1995,5/11/1995,Success (main peak),8850,12,0,8,0,TRUE,Wilderness Experience
EVER95109,Everest,1995,Spring,4/10/1995,5/12/1995,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8500,11,0,15,1,TRUE,Asian Trekking
EVER95114,Everest,1995,Spring,NA,5/14/1995,NA,Success (main peak),8850,19,0,12,0,TRUE,Asian Trekking
EVER95104,Everest,1995,Spring,3/24/1995,5/14/1995,NA,Success (main peak),8850,20,0,14,0,TRUE,Peak Promotion
EVER95102,Everest,1995,Spring,3/22/1995,5/11/1995,NA,Success (main peak),8850,14,0,23,0,TRUE,Rolwaling Treks
EVER95105,Everest,1995,Spring,3/31/1995,5/12/1995,NA,Success (main peak),8850,6,0,0,0,TRUE,Thamserku Trekking
EVER95110,Everest,1995,Spring,4/11/1995,5/14/1995,5/22/1995,Success (main peak),8850,10,0,3,0,TRUE,Asian Trekking
EVER95111,Everest,1995,Spring,4/10/1995,5/14/1995,5/27/1995,Success (main peak),8850,8,0,2,0,TRUE,Asian Trekking
EVER95107,Everest,1995,Spring,4/7/1995,5/16/1995,NA,Success (main peak),8850,12,0,4,0,TRUE,Asian Trekking
EVER95108,Everest,1995,Spring,4/9/1995,5/17/1995,NA,Success (main peak),8850,14,0,6,0,TRUE,Asian Trekking
EVER95103,Everest,1995,Spring,3/23/1995,5/12/1995,NA,Success (main peak),8850,13,0,7,0,TRUE,Surya Travel
EVER95106,Everest,1995,Spring,4/4/1995,5/11/1995,NA,Success (main peak),8850,23,0,2,0,TRUE,Asian Trekking
EVER95113,Everest,1995,Spring,4/15/1995,5/12/1995,NA,Success (main peak),8850,12,0,4,0,TRUE,Asian Trekking
EVER94312,Everest,1994,Autumn,8/27/1994,10/10/1994,NA,Success (main peak),8850,2,0,14,0,TRUE,Trans Himalayan Trekking (THT)
EVER94302,Everest,1994,Autumn,8/22/1994,10/11/1994,NA,Success (main peak),8850,8,0,6,0,TRUE,Thamserku Trekking
EVER94303,Everest,1994,Autumn,8/23/1994,9/7/1994,NA,Accident (death or serious injury),7060,20,0,11,1,FALSE,Rolwaling Excursion
EVER94307,Everest,1994,Autumn,9/3/1994,9/4/1994,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,8,0,6,0,FALSE,Thamserku Trekking
EVER94305,Everest,1994,Autumn,8/30/1994,9/10/1994,9/29/1994,"Bad weather (storms, high winds)",7300,10,0,0,0,FALSE,In Wilderness (Kunga)
EVER94310,Everest,1994,Autumn,9/15/1994,10/6/1994,10/9/1994,"Route technically too difficult, lack of experience, strength, or motivation",7900,6,0,4,0,TRUE,Kailash Journeys Treks
EVER94308,Everest,1994,Autumn,9/4/1994,9/25/1994,10/7/1994,"Bad weather (storms, high winds)",8300,5,0,3,0,FALSE,Ama Dablam Trekking
EVER94304,Everest,1994,Autumn,8/29/1994,10/11/1994,10/15/1994,"Bad weather (storms, high winds)",8300,12,0,0,0,TRUE,Everest Trekking
EVER94311,Everest,1994,Autumn,9/24/1994,10/11/1994,NA,"Bad weather (storms, high winds)",8300,4,0,2,0,TRUE,Thamserku Trekking
EVER94306,Everest,1994,Autumn,9/2/1994,10/11/1994,10/12/1994,"Bad weather (storms, high winds)",7900,9,0,10,0,TRUE,Thamserku Trekking
EVER94309,Everest,1994,Autumn,9/11/1994,9/28/1994,10/13/1994,"Bad weather (storms, high winds)",8200,12,0,4,0,FALSE,Asian Trekking
EVER94301,Everest,1994,Autumn,8/18/1994,10/19/1994,NA,"Bad weather (storms, high winds)",8300,8,0,4,0,TRUE,Above the Clouds
EVER94201,Everest,1994,Summer,6/12/1994,7/23/1994,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,8,0,5,0,TRUE,NA
EVER94101,Everest,1994,Spring,3/8/1994,5/25/1994,5/29/1994,"Illness, AMS, exhaustion, or frostbite",8685,9,0,4,0,TRUE,Great Escapes Trekking
EVER94110,Everest,1994,Spring,4/1/1994,5/19/1994,5/21/1994,Lack of time,8650,6,0,2,0,TRUE,In Wilderness (Kunga)
EVER94109,Everest,1994,Spring,3/30/1994,5/13/1994,NA,Accident (death or serious injury),8400,16,1,4,1,TRUE,In Wilderness (Kunga)
EVER94111,Everest,1994,Spring,4/3/1994,4/27/1994,NA,"Bad weather (storms, high winds)",7600,3,0,3,0,TRUE,Great Escapes Trekking
EVER94105,Everest,1994,Spring,3/26/1994,5/5/1994,5/9/1994,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7375,6,0,4,0,FALSE,Peak Promotion
EVER94113,Everest,1994,Spring,4/11/1994,5/28/1994,6/2/1994,"Route technically too difficult, lack of experience, strength, or motivation",8300,10,0,5,0,FALSE,Asian Trekking
EVER94103,Everest,1994,Spring,3/16/1994,5/19/1994,NA,Success (main peak),8850,24,1,12,0,TRUE,Great Escapes Trekking
EVER94106,Everest,1994,Spring,3/26/1994,5/8/1994,5/15/1994,Success (main peak),8850,13,1,4,0,TRUE,Peak Promotion
EVER94112,Everest,1994,Spring,4/10/1994,5/14/1994,NA,"Illness, AMS, exhaustion, or frostbite",8430,11,0,3,0,TRUE,Asian Trekking
EVER93202,Everest,1993,Summer,7/8/1993,9/13/1993,9/16/1993,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,7,0,1,0,FALSE,Khumbi-ila Mt. & Trekking
EVER93301,Everest,1993,Autumn,8/10/1993,9/21/1993,10/6/1993,"Bad weather (storms, high winds)",8200,9,0,5,0,TRUE,None
EVER93201,Everest,1993,Summer,7/6/1993,9/3/1993,9/4/1993,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,2,0,0,0,FALSE,Mountain Travel
EVER93304,Everest,1993,Autumn,8/24/1993,10/13/1993,10/17/1993,"Bad weather (storms, high winds)",7800,2,0,1,0,FALSE,Nepal Himal
EVER93305,Everest,1993,Autumn,8/25/1993,10/7/1993,NA,Success (main peak),8850,14,0,14,0,TRUE,Amtrek
EVER93306,Everest,1993,Autumn,8/27/1993,10/6/1993,NA,Success (main peak),8850,9,0,12,0,TRUE,Pabil Treks
EVER94107,Everest,1994,Spring,3/28/1994,5/8/1994,5/17/1994,Success (main peak),8850,10,0,25,0,TRUE,Himalayan Journeys
EVER94108,Everest,1994,Spring,3/29/1994,5/9/1994,5/15/1994,Success (main peak),8850,6,0,5,0,TRUE,Himalayan Treks (Him Treks)
EVER94102,Everest,1994,Spring,3/15/1994,5/13/1994,NA,Success (main peak),8850,13,0,12,0,TRUE,Main Excursions
EVER94104,Everest,1994,Spring,3/16/1994,5/9/1994,NA,Success (main peak),8850,9,0,7,0,TRUE,Wilderness Experience
EVER93108,Everest,1993,Spring,3/27/1993,5/10/1993,NA,Success (main peak),8850,14,0,11,0,TRUE,Mountain Travel
EVER93106,Everest,1993,Spring,3/23/1993,5/8/1993,5/11/1993,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8600,13,0,9,0,TRUE,Universal Trekking Network
EVER93119,Everest,1993,Spring,3/29/1993,4/13/1993,4/19/1993,Success (main peak),8850,5,0,1,0,TRUE,None
EVER93109,Everest,1993,Spring,3/27/1993,5/10/1993,5/22/1993,Success (main peak),8850,21,0,31,0,TRUE,Amtrek
EVER93102,Everest,1993,Spring,3/8/1993,5/5/1993,NA,Success (main peak),8850,16,0,14,0,TRUE,NA
EVER93104,Everest,1993,Spring,3/20/1993,5/16/1993,NA,Success (main peak),8850,7,2,14,0,TRUE,Himalaya Expeditions
EVER93107,Everest,1993,Spring,3/24/1993,5/10/1993,5/18/1993,Success (main peak),8850,11,0,9,0,TRUE,Asian Trekking
EVER93110,Everest,1993,Spring,3/27/1993,5/10/1993,5/17/1993,Success (main peak),8850,8,1,1,0,TRUE,Sherpa Trekking Service (STS)
EVER93112,Everest,1993,Spring,4/1/1993,5/10/1993,5/16/1993,Success (main peak),8850,11,0,9,0,TRUE,Wilderness Experience
EVER93101,Everest,1993,Spring,3/5/1993,5/16/1993,NA,Success (main peak),8850,4,0,0,0,TRUE,Asian Trekking
EVER93105,Everest,1993,Spring,3/27/1993,5/10/1993,5/20/1993,Success (main peak),8850,25,0,22,0,TRUE,Asian Trekking
EVER83301,Everest,1983,Autumn,8/12/1983,9/16/1983,10/12/1983,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400,12,0,0,0,FALSE,NA
EVER95305,Everest,1995,Autumn,9/2/1995,10/14/1995,NA,Success (main peak),8850,8,0,6,1,TRUE,Windhorse Trekking
EVER95306,Everest,1995,Autumn,9/2/1995,10/14/1995,NA,Success (main peak),8850,9,0,9,1,TRUE,Windhorse Trekking
EVER95301,Everest,1995,Autumn,8/9/1995,10/9/1995,NA,Lack (or loss) of supplies or equipment,8750,6,0,5,0,TRUE,Himalayan Journeys
EVER95304,Everest,1995,Autumn,9/1/1995,10/9/1995,NA,"Illness, AMS, exhaustion, or frostbite",8750,11,0,3,0,TRUE,Windhorse Trekking
EVER95302,Everest,1995,Autumn,8/12/1995,10/11/1995,NA,"Bad weather (storms, high winds)",8500,8,1,0,0,FALSE,In Wilderness (Kunga)
EVER84105,Everest,1984,Spring,3/19/1984,4/19/1984,5/15/1984,"Illness, AMS, exhaustion, or frostbite",7700,9,0,0,0,TRUE,NA
EVER84104,Everest,1984,Spring,3/18/1984,4/2/1984,4/3/1984,Accident (death or serious injury),6860,14,1,0,0,FALSE,NA
EVER84303,Everest,1984,Autumn,8/20/1984,10/20/1984,10/22/1984,Success (main peak),8850,12,0,0,0,TRUE,NA
EVER85104,Everest,1985,Spring,3/20/1985,5/9/1985,5/26/1985,Accident (death or serious injury),7600,4,1,0,0,FALSE,NA
EVER85202,Everest,1985,Summer,NA,8/10/1985,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,2,0,0,0,FALSE,NA
EVER87202,Everest,1987,Summer,NA,NA,NA,Other,7000,1,0,2,0,FALSE,None
EVER95303,Everest,1995,Autumn,8/20/1995,10/14/1995,10/23/1995,Success (main peak),8850,7,0,14,0,TRUE,Windhorse Trekking
EVER95203,Everest,1995,Summer,8/10/1995,8/22/1995,9/9/1995,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,1,0,2,0,FALSE,Peak Promotion
EVER95202,Everest,1995,Summer,8/3/1995,8/27/1995,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,7,0,0,0,FALSE,Thamserku Trekking
EVER95201,Everest,1995,Summer,6/23/1995,9/5/1995,9/15/1995,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000,3,0,0,0,FALSE,Himalayan High Treks
EVER83103,Everest,1983,Spring,3/21/1983,5/7/1983,5/15/1983,"Illness, AMS, exhaustion, or frostbite",8000,17,0,0,0,FALSE,NA
EVER83101,Everest,1983,Spring,3/24/1983,5/19/1983,5/24/1983,"Bad weather (storms, high winds)",8350,12,0,0,0,TRUE,NA
EVER83304,Everest,1983,Autumn,8/26/1983,10/8/1983,10/17/1983,Success (main peak),8850,17,0,6,0,TRUE,NA
EVER83302,Everest,1983,Autumn,8/12/1983,10/10/1983,10/15/1983,"Bad weather (storms, high winds)",8400,12,0,8,0,TRUE,NA
EVER88311,Everest,1988,Autumn,9/16/1988,10/24/1988,10/25/1988,"Illness, AMS, exhaustion, or frostbite",8450,2,0,0,0,TRUE,NA
EVER89203,Everest,1989,Summer,6/19/1989,8/27/1989,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8530,16,0,4,0,TRUE,Unknown
EVER82102,Everest,1982,Spring,3/21/1982,5/18/1982,5/24/1982,Accident (death or serious injury),8400,17,1,0,0,FALSE,NA
EVER82101,Everest,1982,Spring,3/26/1982,5/4/1982,5/15/1982,Success (main peak),8850,27,0,15,0,TRUE,NA
EVER96115,Everest,1996,Spring,4/9/1996,5/10/1996,NA,Success (main peak),8850,13,4,9,0,TRUE,Wilderness Experience
EVER96113,Everest,1996,Spring,4/7/1996,5/10/1996,5/16/1996,Success (main peak),8850,12,1,10,1,TRUE,Wilderness Experience
EVER96101,Everest,1996,Spring,4/1/1996,5/10/1996,5/20/1996,Success (main peak),8850,5,1,7,0,TRUE,Peak Promotion
EVER96111,Everest,1996,Spring,4/6/1996,5/23/1996,5/27/1996,Success (main peak),8850,1,0,2,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER96119,Everest,1996,Spring,4/11/1996,5/23/1996,5/27/1996,Success (main peak),8850,2,0,2,0,FALSE,Peak Promotion
EVER96108,Everest,1996,Spring,4/5/1996,5/25/1996,5/30/1996,Success (main peak),8850,13,1,5,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER96103,Everest,1996,Spring,4/2/1996,5/22/1996,5/26/1996,"Route technically too difficult, lack of experience, strength, or motivation",8600,11,0,8,0,TRUE,Arun Treks
EVER96104,Everest,1996,Spring,4/3/1996,5/23/1996,5/28/1996,Success (main peak),8850,13,0,18,0,TRUE,Peak Promotion
EVER96102,Everest,1996,Spring,4/1/1996,4/26/1996,4/28/1996,Other,7800,1,0,4,0,FALSE,Tamang Crossland Trekking
EVER96106,Everest,1996,Spring,4/4/1996,5/9/1996,5/13/1996,"Route technically too difficult, lack of experience, strength, or motivation",8800,7,0,10,0,TRUE,Mountain Travel
EVER96123,Everest,1996,Spring,4/15/1996,5/11/1996,5/26/1996,"Bad weather (storms, high winds)",7900,8,0,11,0,TRUE,Sherpa Shangri-La Trekking
EVER96116,Everest,1996,Spring,4/9/1996,5/10/1996,5/23/1996,"Bad weather (storms, high winds)",7900,10,0,8,0,TRUE,Asian Trekking
EVER96105,Everest,1996,Spring,4/3/1996,5/23/1996,5/27/1996,Success (main peak),8850,2,0,0,0,FALSE,Peak Promotion
EVER96128,Everest,1996,Spring,5/3/1996,NA,NA,Other,7900,17,0,1,0,FALSE,Nepal Mountaineering Assoc
EVER96120,Everest,1996,Spring,4/13/1996,5/17/1996,5/27/1996,Success (main peak),8850,6,0,7,0,TRUE,Cosmo Treks
EVER96130,Everest,1996,Spring,5/17/1996,5/24/1996,NA,Success (main peak),8850,4,0,4,0,FALSE,Thamserku Trekking
EVER96109,Everest,1996,Spring,4/5/1996,5/20/1996,5/29/1996,Success (main peak),8850,14,0,0,0,TRUE,Asian Trekking
EVER96118,Everest,1996,Spring,4/10/1996,5/19/1996,5/26/1996,Success (main peak),8850,11,0,9,0,TRUE,Amtrek
EVER96114,Everest,1996,Spring,4/7/1996,5/17/1996,5/21/1996,Success (main peak),8850,8,0,3,0,TRUE,Rolwaling Treks
EVER96124,Everest,1996,Spring,4/17/1996,5/1/1996,5/14/1996,"Bad weather (storms, high winds)",8000,5,0,2,0,FALSE,Thamserku Trekking
EVER96125,Everest,1996,Spring,4/17/1996,5/18/1996,5/21/1996,"Route technically too difficult, lack of experience, strength, or motivation",8000,9,0,0,0,FALSE,Thamserku Trekking
EVER96127,Everest,1996,Spring,4/22/1996,5/9/1996,5/16/1996,"Illness, AMS, exhaustion, or frostbite",8200,6,0,6,0,TRUE,Wilderness Experience
EVER96121,Everest,1996,Spring,4/13/1996,4/29/1996,5/12/1996,Lack (or loss) of supplies or equipment,8300,3,0,5,0,TRUE,Surya Travel
EVER96117,Everest,1996,Spring,4/9/1996,5/20/1996,5/24/1996,"Bad weather (storms, high winds)",7800,7,0,0,0,FALSE,Thamserku Trekking
EVER96126,Everest,1996,Spring,4/17/1996,5/24/1996,5/27/1996,Success (main peak),8850,5,0,0,0,TRUE,Thamserku Trekking
EVER96112,Everest,1996,Spring,4/6/1996,5/25/1996,6/2/1996,Lack (or loss) of supplies or equipment,8500,15,0,0,0,FALSE,None
EVER96122,Everest,1996,Spring,4/13/1996,5/7/1996,5/28/1996,"Bad weather (storms, high winds)",8300,17,1,0,0,TRUE,None
EVER96129,Everest,1996,Spring,5/15/1996,5/19/1996,5/25/1996,"Bad weather (storms, high winds)",7300,2,0,0,0,FALSE,International Trekkers (Intrek Asia)
EVER96110,Everest,1996,Spring,4/5/1996,5/10/1996,5/27/1996,Success (main peak),8850,33,3,13,0,TRUE,Amtrek
EVER96107,Everest,1996,Spring,4/4/1996,5/11/1996,5/18/1996,Success (main peak),8850,16,0,14,0,TRUE,Rolwaling Treks
EVER81302,Everest,1981,Autumn,9/13/1981,10/5/1981,10/12/1981,"Bad weather (storms, high winds)",7770,2,0,2,0,FALSE,NA
EVER81301,Everest,1981,Autumn,8/30/1981,10/21/1981,10/31/1981,Success (main peak),8850,21,0,5,0,TRUE,Mountain Travel
EVER81303,Everest,1981,Autumn,8/28/1981,10/4/1981,NA,"Bad weather (storms, high winds)",6750,19,0,0,0,FALSE,NA
EVER96201,Everest,1996,Summer,7/21/1996,9/25/1996,NA,"Bad weather (storms, high winds)",8300,6,0,4,0,FALSE,Asian Trekking
EVER81101,Everest,1981,Spring,3/3/1981,5/15/1981,6/1/1981,"Bad weather (storms, high winds)",8550,28,0,13,0,TRUE,NA
EVER81102,Everest,1981,Spring,3/25/1981,5/20/1981,5/24/1981,"Illness, AMS, exhaustion, or frostbite",8750,20,0,23,0,TRUE,NA
EVER96306,Everest,1996,Autumn,8/30/1996,10/3/1996,10/12/1996,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,9,1,4,0,FALSE,Thamserku Trekking/Khumbi-ila Mt. & Trekking
EVER80402,Everest,1980,Winter,12/6/1980,1/17/1981,1/30/1981,"Bad weather (storms, high winds)",7300,11,0,0,0,FALSE,NA
EVER89315,Everest,1989,Autumn,8/25/1989,10/21/1989,10/30/1989,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,9,0,0,0,FALSE,None
EVER80301,Everest,1980,Autumn,8/27/1980,10/14/1980,10/19/1980,"Bad weather (storms, high winds)",8763,52,1,25,1,TRUE,NA
EVER80201,Everest,1980,Summer,7/4/1980,8/20/1980,8/29/1980,Success (main peak),8850,2,0,0,0,FALSE,NA
EVER80102,Everest,1980,Spring,3/25/1980,5/19/1980,5/24/1980,Success (main peak),8850,16,0,0,0,TRUE,NA
EVER80101,Everest,1980,Spring,3/20/1980,5/14/1980,5/21/1980,Success (main peak),8850,12,0,35,0,TRUE,NA
EVER80401,Everest,1980,Winter,11/27/1980,1/27/1981,2/1/1981,"Bad weather (storms, high winds)",8000,17,1,20,0,TRUE,NA
EVER80103,Everest,1980,Spring,3/5/1980,5/3/1980,NA,Success (main peak),8850,27,1,22,0,TRUE,NA
EVER96302,Everest,1996,Autumn,8/22/1996,10/11/1996,10/12/1996,Success (main peak),8850,9,0,9,1,TRUE,Sarang San Treks
EVER96303,Everest,1996,Autumn,8/27/1996,10/3/1996,10/13/1996,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,10,0,8,0,FALSE,Thamserku Trekking
EVER96304,Everest,1996,Autumn,8/28/1996,9/21/1996,10/11/1996,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800,2,0,2,1,FALSE,Cosmo Treks
EVER96301,Everest,1996,Autumn,8/20/1996,9/26/1996,9/30/1996,Success (main peak),8850,2,0,5,0,TRUE,Himalayan Sherpa Adventure
EVER96307,Everest,1996,Autumn,9/5/1996,9/24/1996,10/23/1996,"Bad weather (storms, high winds)",7300,6,0,0,0,FALSE,Himalaya Expeditions
EVER96308,Everest,1996,Autumn,9/13/1996,9/23/1996,9/29/1996,Other,6400,3,0,2,0,FALSE,Asian Trekking
EVER96305,Everest,1996,Autumn,8/29/1996,9/20/1996,10/12/1996,"Bad weather (storms, high winds)",8200,15,0,2,0,TRUE,Trekking International
EVER80104,Everest,1980,Spring,NA,NA,NA,Did not attempt climb,NA,18,0,0,0,FALSE,NA
EVER82303,Everest,1982,Autumn,8/16/1982,10/7/1982,10/17/1982,"Bad weather (storms, high winds)",7850,17,0,4,0,TRUE,NA
EVER82301,Everest,1982,Autumn,8/11/1982,10/14/1982,10/21/1982,Accident (death or serious injury),8500,17,0,20,2,TRUE,NA
EVER82302,Everest,1982,Autumn,8/16/1982,10/5/1982,NA,Success (main peak),8850,22,1,29,3,TRUE,NA
EVER79101,Everest,1979,Spring,3/28/1979,5/13/1979,5/21/1979,Success (main peak),8850,31,0,20,1,TRUE,NA
EVER79302,Everest,1979,Autumn,9/26/1979,10/12/1979,NA,Accident (death or serious injury),6800,9,0,10,3,FALSE,NA
EVER79301,Everest,1979,Autumn,8/25/1979,10/1/1979,NA,Success (main peak),8850,9,2,20,0,TRUE,NA
EVER79401,Everest,1979,Winter,12/31/1979,2/17/1980,2/20/1980,Success (main peak),8850,20,0,6,0,TRUE,NA
EVER78301,Everest,1978,Autumn,9/3/1978,10/14/1978,NA,Success (main peak),8850,21,0,10,0,TRUE,NA
EVER77101,Everest,1977,Spring,3/14/1977,5/14/1977,NA,"Bad weather (storms, high winds)",8000,8,0,0,0,TRUE,NA
EVER77301,Everest,1977,Autumn,8/9/1977,9/15/1977,NA,Success (main peak),8850,19,0,50,0,TRUE,NA
EVER76301,Everest,1976,Autumn,8/26/1976,10/8/1976,10/13/1976,Success (main peak),8850,19,0,23,0,TRUE,NA
EVER76101,Everest,1976,Spring,3/24/1976,5/16/1976,NA,Success (main peak),8850,34,1,25,0,TRUE,NA
EVER97102,Everest,1997,Spring,3/21/1997,5/24/1997,5/27/1997,Success (main peak),8850,22,0,4,0,TRUE,Asian Trekking
EVER97108,Everest,1997,Spring,4/5/1997,5/2/1997,5/24/1997,Success (main peak),8850,27,3,0,0,TRUE,Asian Trekking
EVER97116,Everest,1997,Spring,4/13/1997,5/8/1997,NA,Accident (death or serious injury),8560,1,1,0,0,FALSE,Asian Trekking
EVER97117,Everest,1997,Spring,4/13/1997,5/21/1997,5/24/1997,Lack (or loss) of supplies or equipment,8100,7,0,0,0,FALSE,Asian Trekking
EVER97114,Everest,1997,Spring,4/9/1997,5/8/1997,5/12/1997,Success (main peak),8850,5,0,2,0,TRUE,Thamserku Trekking
EVER97110,Everest,1997,Spring,4/6/1997,5/29/1997,NA,Success (main peak),8850,18,0,11,0,TRUE,Asian Trekking
EVER97124,Everest,1997,Spring,4/19/1997,5/22/1997,5/30/1997,Success (main peak),8850,20,0,5,0,TRUE,Everest Trekking
EVER97103,Everest,1997,Spring,3/25/1997,5/8/1997,5/12/1997,"Illness, AMS, exhaustion, or frostbite",8600,10,0,12,0,TRUE,Asian Trekking
EVER97118,Everest,1997,Spring,4/13/1997,NA,NA,Other,8100,2,0,1,0,FALSE,Asian Trekking
EVER97123,Everest,1997,Spring,4/17/1997,5/30/1997,6/16/1997,"Bad weather (storms, high winds)",8560,10,0,2,0,TRUE,Asian Trekking
EVER97112,Everest,1997,Spring,4/7/1997,5/29/1997,6/16/1997,Success (main peak),8850,3,0,2,0,TRUE,Tibet Mountaineering Assoc.
EVER97128,Everest,1997,Spring,5/2/1997,5/23/1997,5/26/1997,"Bad weather (storms, high winds)",8150,2,0,0,0,FALSE,None
EVER97119,Everest,1997,Spring,4/13/1997,5/3/1997,5/24/1997,Lack (or loss) of supplies or equipment,8200,1,0,0,0,FALSE,Potala Trekking
EVER97125,Everest,1997,Spring,3/28/1997,5/7/1997,NA,Success (main peak),8850,10,0,5,1,TRUE,Windhorse Trekking
EVER97120,Everest,1997,Spring,4/13/1997,5/20/1997,NA,"Bad weather (storms, high winds)",7800,2,0,0,0,FALSE,Asian Trekking
EVER97115,Everest,1997,Spring,4/9/1997,5/23/1997,5/28/1997,Success (main peak),8850,9,0,7,0,TRUE,Wilderness Experience
