Itinerary,Leg,Departure_Airport,Departure_Airport_IATA_Abbrv,Departure_Time,Arrival_Airport,Arrival_Airport_IATA_Abbrv,Arrival_Time,Flight_Duration,Aircraft,Airline,Flight_Number,Flight_Overnight,Layover_Duration
253,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 16:20,Harry Reid International Airport,LAS,2024-02-10 17:57,217,Airbus A321,Delta,DL 1202,FALSE,0
254,1,Haneda Airport,HND,2024-02-10 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,280
254,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 18:40,Salt Lake City International Airport (SLC),SLC,2024-02-10 20:50,190,Boeing 737,Delta,DL 1584,FALSE,67
254,3,Salt Lake City International Airport (SLC),SLC,2024-02-10 21:57,Harry Reid International Airport,LAS,2024-02-10 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
255,1,Haneda Airport,HND,2024-02-10 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,475
255,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-10 21:55,Harry Reid International Airport,LAS,2024-02-10 23:40,225,Airbus A321,Delta,DL 1569,FALSE,0
256,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,124
256,2,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
257,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,115
257,2,San Francisco International Airport,SFO,2024-02-10 12:55,Denver International Airport,DEN,2024-02-10 16:37,162,Boeing 757,United,UA 1374,FALSE,73
257,3,Denver International Airport,DEN,2024-02-10 17:50,Harry Reid International Airport,LAS,2024-02-10 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
258,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,390
258,2,San Francisco International Airport,SFO,2024-02-10 17:30,Harry Reid International Airport,LAS,2024-02-10 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
259,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,115
259,2,San Francisco International Airport,SFO,2024-02-10 12:55,Denver International Airport,DEN,2024-02-10 16:37,162,Boeing 757,United,UA 1374,FALSE,173
259,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
260,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,210
260,2,San Francisco International Airport,SFO,2024-02-10 14:30,Denver International Airport,DEN,2024-02-10 18:09,159,Boeing 787,United,UA 1821,FALSE,81
260,3,Denver International Airport,DEN,2024-02-10 19:30,Harry Reid International Airport,LAS,2024-02-10 20:35,125,Boeing 737MAX 8 Passenger,United,UA 655,FALSE,0
261,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,490
261,2,San Francisco International Airport,SFO,2024-02-10 19:10,Harry Reid International Airport,LAS,2024-02-10 20:55,105,Boeing 737,United,UA 1847,FALSE,0
262,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,700
262,2,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
263,1,Haneda Airport,HND,2024-02-10 18:25,San Francisco International Airport,SFO,2024-02-10 11:00,575,Boeing 777,United,UA 876,TRUE,1285
263,2,San Francisco International Airport,SFO,2024-02-11 8:25,Harry Reid International Airport,LAS,2024-02-11 10:10,105,Boeing 737,United,UA 1178,FALSE,0
264,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,95
264,2,Seattle-Tacoma International Airport,SEA,2024-02-10 10:35,Los Angeles International Airport,LAX,2024-02-10 13:10,155,Boeing 737,Delta,DL 304,FALSE,289
264,3,Los Angeles International Airport,LAX,2024-02-10 17:59,Harry Reid International Airport,LAS,2024-02-10 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
265,1,Haneda Airport,HND,2024-02-10 16:50,Seattle-Tacoma International Airport,SEA,2024-02-10 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,275
265,2,Seattle-Tacoma International Airport,SEA,2024-02-10 13:35,Salt Lake City International Airport (SLC),SLC,2024-02-10 16:37,122,Boeing 737,Delta,DL 2399,FALSE,320
265,3,Salt Lake City International Airport (SLC),SLC,2024-02-10 21:57,Harry Reid International Airport,LAS,2024-02-10 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
266,1,Haneda Airport,HND,2024-02-10 17:20,Los Angeles International Airport,LAX,2024-02-10 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,155
266,2,Los Angeles International Airport,LAX,2024-02-10 13:15,Salt Lake City International Airport (SLC),SLC,2024-02-10 16:09,114,Airbus A321neo,Delta,DL 1625,FALSE,348
266,3,Salt Lake City International Airport (SLC),SLC,2024-02-10 21:57,Harry Reid International Airport,LAS,2024-02-10 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
267,1,Haneda Airport,HND,2024-02-10 9:45,Gimpo International Airport (GMP),GMP,2024-02-10 12:20,155,Airbus A321neo,Korean Air,KE 2106,FALSE,520
267,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
268,1,Haneda Airport,HND,2024-02-10 12:25,Gimpo International Airport (GMP),GMP,2024-02-10 15:00,155,Airbus A330,Korean Air,KE 2102,FALSE,360
268,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
269,1,Haneda Airport,HND,2024-02-10 10:10,Hong Kong International Airport,HKG,2024-02-10 14:20,310,Airbus A350,Cathay Pacific,CX 543,FALSE,340
269,2,Hong Kong International Airport,HKG,2024-02-10 20:00,San Francisco International Airport,SFO,2024-02-10 16:20,740,Airbus A350,Cathay Pacific,CX 892,TRUE,185
269,3,San Francisco International Airport,SFO,2024-02-10 19:25,Harry Reid International Airport,LAS,2024-02-10 21:00,95,Boeing 737MAX 9 Passenger,Alaska,AS 740,FALSE,0
270,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,840
270,2,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
271,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,636
271,2,Los Angeles International Airport,LAX,2024-02-10 16:36,Phoenix Sky Harbor International Airport,PHX,2024-02-10 19:02,86,Boeing 737,American,AA 2032,FALSE,158
271,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 21:40,Harry Reid International Airport,LAS,2024-02-10 21:57,77,Airbus A321neo,American,AA 2106,FALSE,0
272,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,243
272,2,Los Angeles International Airport,LAX,2024-02-10 10:03,Harry Reid International Airport,LAS,2024-02-10 11:17,74,Boeing 737,American,AA 2002,FALSE,0
273,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,241
273,2,Los Angeles International Airport,LAX,2024-02-10 10:01,Phoenix Sky Harbor International Airport,PHX,2024-02-10 12:30,89,Airbus A321,American,AA 721,FALSE,163
273,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 15:13,Harry Reid International Airport,LAS,2024-02-10 15:23,70,Airbus A321,American,AA 1541,FALSE,0
274,1,Haneda Airport,HND,2024-02-10 1:30,Incheon International Airport,ICN,2024-02-10 4:10,160,Airbus A321neo,Asiana,OZ 177,TRUE,830
274,2,Incheon International Airport,ICN,2024-02-10 18:00,San Francisco International Airport,SFO,2024-02-10 11:35,635,Boeing 787,United,UA 892,TRUE,89
274,3,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
275,1,Haneda Airport,HND,2024-02-10 12:05,Gimpo International Airport (GMP),GMP,2024-02-10 14:25,140,Airbus A330,Asiana,OZ 1075,FALSE,215
275,2,Incheon International Airport,ICN,2024-02-10 18:00,San Francisco International Airport,SFO,2024-02-10 11:35,635,Boeing 787,United,UA 892,TRUE,89
275,3,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
276,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,367
276,2,Los Angeles International Airport,LAX,2024-02-10 12:07,Harry Reid International Airport,LAS,2024-02-10 13:17,70,Boeing 737,American,AA 2388,FALSE,0
277,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,427
277,2,Los Angeles International Airport,LAX,2024-02-10 13:07,Phoenix Sky Harbor International Airport,PHX,2024-02-10 15:33,86,Airbus A321neo,American,AA 1994,FALSE,166
277,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 18:19,Harry Reid International Airport,LAS,2024-02-10 18:30,71,Boeing 737MAX 8 Passenger,American,AA 1977,FALSE,0
278,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,259
278,2,Ontario International Airport,ONT,2024-02-10 10:19,Phoenix Sky Harbor International Airport,PHX,2024-02-10 12:38,79,Airbus A319,American,AA 296,FALSE,155
278,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 15:13,Harry Reid International Airport,LAS,2024-02-10 15:23,70,Airbus A321,American,AA 1541,FALSE,0
279,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,415
279,2,Ontario International Airport,ONT,2024-02-10 12:55,Phoenix Sky Harbor International Airport,PHX,2024-02-10 15:13,78,Boeing 737,American,AA 1792,FALSE,186
279,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 18:19,Harry Reid International Airport,LAS,2024-02-10 18:30,71,Boeing 737MAX 8 Passenger,American,AA 1977,FALSE,0
280,1,Haneda Airport,HND,2024-02-10 20:30,Kansai International Airport,KIX,2024-02-10 21:50,80,Boeing 787,ANA,NH 97,FALSE,60
280,2,Kansai International Airport,KIX,2024-02-10 22:50,Munich International Airport,MUC,2024-02-11 5:20,870,Airbus A350,Lufthansa,LH 743,TRUE,365
280,3,Munich International Airport,MUC,2024-02-11 11:25,O'Hare International Airport,ORD,2024-02-11 14:10,585,Boeing 787,United,UA 952,FALSE,125
280,4,O'Hare International Airport,ORD,2024-02-11 16:15,Harry Reid International Airport,LAS,2024-02-11 18:28,253,Boeing 737,United,UA 1527,FALSE,0
281,1,Haneda Airport,HND,2024-02-10 20:30,Kansai International Airport,KIX,2024-02-10 21:50,80,Boeing 787,ANA,NH 97,FALSE,60
281,2,Kansai International Airport,KIX,2024-02-10 22:50,Munich International Airport,MUC,2024-02-11 5:20,870,Airbus A350,Lufthansa,LH 743,TRUE,395
281,3,Munich International Airport,MUC,2024-02-11 11:55,San Francisco International Airport,SFO,2024-02-11 14:55,720,Boeing 777,United,UA 195,FALSE,155
281,4,San Francisco International Airport,SFO,2024-02-11 17:30,Harry Reid International Airport,LAS,2024-02-11 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
282,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,259
282,2,Ontario International Airport,ONT,2024-02-10 10:19,Phoenix Sky Harbor International Airport,PHX,2024-02-10 12:38,79,Airbus A319,American,AA 296,FALSE,341
282,3,Phoenix Sky Harbor International Airport,PHX,2024-02-10 18:19,Harry Reid International Airport,LAS,2024-02-10 18:30,71,Boeing 737MAX 8 Passenger,American,AA 1977,FALSE,0
283,1,Haneda Airport,HND,2024-02-10 18:00,Dallas Fort Worth International Airport,DFW,2024-02-10 14:30,690,Boeing 787,American,AA 176,TRUE,150
283,2,Dallas Fort Worth International Airport,DFW,2024-02-10 17:00,Los Angeles International Airport,LAX,2024-02-10 18:38,218,Airbus A321,American,AA 1672,FALSE,82
283,3,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
284,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,250
284,2,Los Angeles International Airport,LAX,2024-02-10 16:45,Harry Reid International Airport,LAS,2024-02-10 17:58,73,Boeing 737,United,UA 1062,FALSE,0
285,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,460
285,2,Los Angeles International Airport,LAX,2024-02-10 20:15,Harry Reid International Airport,LAS,2024-02-10 21:28,73,Boeing 737,United,UA 1960,FALSE,0
286,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,380
286,2,Los Angeles International Airport,LAX,2024-02-10 18:55,San Francisco International Airport,SFO,2024-02-10 20:28,93,Airbus A320,United,UA 1727,FALSE,132
286,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
287,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,1198
287,2,Los Angeles International Airport,LAX,2024-02-11 8:33,Harry Reid International Airport,LAS,2024-02-11 9:46,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
288,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,1461
288,2,Los Angeles International Airport,LAX,2024-02-11 12:56,Harry Reid International Airport,LAS,2024-02-11 14:09,73,Boeing 737,United,UA 2449,FALSE,0
289,1,Haneda Airport,HND,2024-02-10 19:40,Los Angeles International Airport,LAX,2024-02-10 12:35,595,Boeing 787-10,United,UA 38,TRUE,220
289,2,Los Angeles International Airport,LAX,2024-02-10 16:15,San Francisco International Airport,SFO,2024-02-10 17:48,93,Boeing 757,United,UA 1705,FALSE,292
289,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
290,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,225
290,2,Daniel K. Inouye International Airport,HNL,2024-02-10 12:55,San Francisco International Airport,SFO,2024-02-10 20:10,315,Airbus A330,Hawaiian,HA 12,FALSE,150
290,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
291,1,Haneda Airport,HND,2024-02-10 20:05,Daniel K. Inouye International Airport,HNL,2024-02-10 8:10,425,Airbus A330,Hawaiian,HA 864,TRUE,375
291,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
291,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
292,1,Haneda Airport,HND,2024-02-10 21:20,Daniel K. Inouye International Airport,HNL,2024-02-10 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,315
292,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
292,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
293,1,Haneda Airport,HND,2024-02-10 13:05,Los Angeles International Airport,LAX,2024-02-10 6:00,595,Boeing 787,American,AA 170,TRUE,154
293,2,Los Angeles International Airport,LAX,2024-02-10 8:34,Harry Reid International Airport,LAS,2024-02-10 9:47,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
294,1,Haneda Airport,HND,2024-02-10 10:05,Fukuoka Airport (FUK),FUK,2024-02-10 12:10,125,Airbus A350,JAL,JL 313,FALSE,210
294,2,Fukuoka Airport (FUK),FUK,2024-02-10 15:40,Incheon International Airport,ICN,2024-02-10 17:15,95,Airbus A321neo,Korean Air,KE 790,FALSE,225
294,3,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
295,1,Haneda Airport,HND,2024-02-10 10:05,Fukuoka Airport (FUK),FUK,2024-02-10 12:10,125,Airbus A350,JAL,JL 313,FALSE,90
295,2,Fukuoka Airport (FUK),FUK,2024-02-10 13:40,Incheon International Airport,ICN,2024-02-10 15:10,90,Boeing 777,Korean Air,KE 792,FALSE,350
295,3,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
296,1,Haneda Airport,HND,2024-02-10 17:10,Shanghai Pudong International Airport,PVG,2024-02-10 20:00,230,Boeing 737,Shanghai Airlines,FM 896,FALSE,1100
296,2,Shanghai Pudong International Airport,PVG,2024-02-11 14:20,San Francisco International Airport,SFO,2024-02-11 9:30,670,Boeing 777,China Eastern,MU 589,TRUE,214
296,3,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
297,1,Haneda Airport,HND,2024-02-10 22:15,Daniel K. Inouye International Airport,HNL,2024-02-10 10:05,410,Boeing 787,ANA,NH 186,TRUE,260
297,2,Daniel K. Inouye International Airport,HNL,2024-02-10 14:25,San Francisco International Airport,SFO,2024-02-10 21:29,304,Boeing 777,United,UA 1141,FALSE,71
297,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
298,1,Haneda Airport,HND,2024-02-10 18:00,Dallas Fort Worth International Airport,DFW,2024-02-10 14:30,690,Boeing 787,American,AA 176,TRUE,993
298,2,Dallas Fort Worth International Airport,DFW,2024-02-11 7:03,Harry Reid International Airport,LAS,2024-02-11 8:10,187,Airbus A321,American,AA 1969,FALSE,0
299,1,Haneda Airport,HND,2024-02-10 20:25,Los Angeles International Airport,LAX,2024-02-10 13:20,595,Boeing 787,American,AA 26,TRUE,1060
299,2,Los Angeles International Airport,LAX,2024-02-11 7:00,Harry Reid International Airport,LAS,2024-02-11 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
300,1,Haneda Airport,HND,2024-02-10 20:25,Los Angeles International Airport,LAX,2024-02-10 13:20,595,Boeing 787,American,AA 26,TRUE,1243
300,2,Los Angeles International Airport,LAX,2024-02-11 10:03,Harry Reid International Airport,LAS,2024-02-11 11:17,74,Boeing 737,American,AA 2002,FALSE,0
301,1,Haneda Airport,HND,2024-02-10 20:25,Los Angeles International Airport,LAX,2024-02-10 13:20,595,Boeing 787,American,AA 26,TRUE,1367
301,2,Los Angeles International Airport,LAX,2024-02-11 12:07,Harry Reid International Airport,LAS,2024-02-11 13:17,70,Boeing 737,American,AA 2388,FALSE,0
302,1,Haneda Airport,HND,2024-02-10 21:55,Vancouver International Airport (YVR),YVR,2024-02-10 13:45,530,Boeing 787,ANA,NH 116,TRUE,330
302,2,Vancouver International Airport (YVR),YVR,2024-02-10 19:15,San Francisco International Airport,SFO,2024-02-10 21:40,145,Boeing 737,United,UA 2423,FALSE,60
302,3,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
303,1,Haneda Airport,HND,2024-02-10 13:35,Kansai International Airport,KIX,2024-02-10 15:00,85,Boeing 767,ANA,NH 991,FALSE,210
303,2,Kansai International Airport,KIX,2024-02-10 18:30,San Francisco International Airport,SFO,2024-02-10 11:15,585,Boeing 787,United,UA 34,TRUE,109
303,3,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
304,1,Haneda Airport,HND,2024-02-10 15:30,Kansai International Airport,KIX,2024-02-10 16:55,85,Airbus A320,ANA,NH 3825,FALSE,95
304,2,Kansai International Airport,KIX,2024-02-10 18:30,San Francisco International Airport,SFO,2024-02-10 11:15,585,Boeing 787,United,UA 34,TRUE,109
304,3,San Francisco International Airport,SFO,2024-02-10 13:04,Harry Reid International Airport,LAS,2024-02-10 14:49,105,Boeing 737,United,UA 305,FALSE,0
305,1,Haneda Airport,HND,2024-02-10 20:25,Los Angeles International Airport,LAX,2024-02-10 13:20,595,Boeing 787,American,AA 26,TRUE,400
305,2,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
306,1,Haneda Airport,HND,2024-02-10 10:50,O'Hare International Airport,ORD,2024-02-10 7:35,705,Boeing 777,JAL,JL 10,TRUE,156
306,2,O'Hare International Airport,ORD,2024-02-10 10:11,Harry Reid International Airport,LAS,2024-02-10 12:27,256,Boeing 737,American,AA 2254,FALSE,0
307,1,Haneda Airport,HND,2024-02-10 10:55,Dallas Fort Worth International Airport,DFW,2024-02-10 7:35,700,Boeing 777,JAL,JL 12,TRUE,101
307,2,Dallas Fort Worth International Airport,DFW,2024-02-10 9:16,Harry Reid International Airport,LAS,2024-02-10 10:20,184,Airbus A321,American,AA 777,FALSE,0
308,1,Haneda Airport,HND,2024-02-10 10:55,Dallas Fort Worth International Airport,DFW,2024-02-10 7:35,700,Boeing 777,JAL,JL 12,TRUE,246
308,2,Dallas Fort Worth International Airport,DFW,2024-02-10 11:41,Harry Reid International Airport,LAS,2024-02-10 12:45,184,Airbus A321,American,AA 1947,FALSE,0
309,1,Haneda Airport,HND,2024-02-10 10:55,Dallas Fort Worth International Airport,DFW,2024-02-10 7:35,700,Boeing 777,JAL,JL 12,TRUE,337
309,2,Dallas Fort Worth International Airport,DFW,2024-02-10 13:12,Harry Reid International Airport,LAS,2024-02-10 14:15,183,Airbus A321,American,AA 1599,FALSE,0
310,1,Haneda Airport,HND,2024-02-10 10:55,Dallas Fort Worth International Airport,DFW,2024-02-10 7:35,700,Boeing 777,JAL,JL 12,TRUE,437
310,2,Dallas Fort Worth International Airport,DFW,2024-02-10 14:52,Harry Reid International Airport,LAS,2024-02-10 15:56,184,Airbus A321neo,American,AA 2376,FALSE,0
311,1,Haneda Airport,HND,2024-02-10 0:50,Los Angeles International Airport,LAX,2024-02-16 17:50,600,Boeing 787,ANA,NH 106,TRUE,145
311,2,Los Angeles International Airport,LAX,2024-02-16 20:15,Harry Reid International Airport,LAS,2024-02-16 21:28,73,Boeing 737MAX 9 Passenger,United,UA 1960,FALSE,0
312,1,Haneda Airport,HND,2024-02-10 0:50,Los Angeles International Airport,LAX,2024-02-16 17:50,600,Boeing 787,ANA,NH 106,TRUE,884
312,2,Los Angeles International Airport,LAX,2024-02-10 8:34,Harry Reid International Airport,LAS,2024-02-10 9:47,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
313,1,Haneda Airport,HND,2024-02-10 21:05,Los Angeles International Airport,LAX,2024-02-10 14:05,600,Boeing 787,ANA,NH 126,TRUE,1108
313,2,Los Angeles International Airport,LAX,2024-02-11 8:33,Harry Reid International Airport,LAS,2024-02-11 9:46,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
314,1,Haneda Airport,HND,2024-02-10 22:55,San Francisco International Airport,SFO,2024-02-10 15:20,565,Boeing 777,ANA,NH 108,TRUE,440
314,2,San Francisco International Airport,SFO,2024-02-10 22:40,Harry Reid International Airport,LAS,2024-02-11 0:25,105,Boeing 737,United,UA 2366,FALSE,0
315,1,Haneda Airport,HND,2024-02-10 22:55,San Francisco International Airport,SFO,2024-02-10 15:20,565,Boeing 777,ANA,NH 108,TRUE,1025
315,2,San Francisco International Airport,SFO,2024-02-11 8:25,Harry Reid International Airport,LAS,2024-02-11 10:10,105,Boeing 737,United,UA 1178,FALSE,0
316,1,Haneda Airport,HND,2024-02-10 21:05,Los Angeles International Airport,LAX,2024-02-10 14:05,600,Boeing 787,ANA,NH 126,TRUE,160
316,2,Los Angeles International Airport,LAX,2024-02-10 16:45,Harry Reid International Airport,LAS,2024-02-10 17:58,73,Boeing 737,United,UA 1062,FALSE,0
317,1,Haneda Airport,HND,2024-02-10 21:05,Seattle-Tacoma International Airport,SEA,2024-02-10 13:10,545,Boeing 787,ANA,NH 118,TRUE,1010
317,2,Seattle-Tacoma International Airport,SEA,2024-02-11 6:00,Harry Reid International Airport,LAS,2024-02-11 8:34,154,Boeing 737MAX 9 Passenger,Alaska,AS 704,FALSE,0
318,1,Haneda Airport,HND,2024-02-10 16:25,Los Angeles International Airport,LAX,2024-02-10 9:15,590,Boeing 787,JAL,JL 16,TRUE,172
318,2,Los Angeles International Airport,LAX,2024-02-10 12:07,Harry Reid International Airport,LAS,2024-02-10 13:17,70,Boeing 737,American,AA 2388,FALSE,0
319,1,Haneda Airport,HND,2024-02-10 16:25,Los Angeles International Airport,LAX,2024-02-10 9:15,590,Boeing 787,JAL,JL 16,TRUE,645
319,2,Los Angeles International Airport,LAX,2024-02-10 20:00,Harry Reid International Airport,LAS,2024-02-10 21:14,74,Airbus A321,American,AA 2785,FALSE,0
320,1,Haneda Airport,HND,2024-02-10 0:50,Los Angeles International Airport,LAX,2024-02-16 17:50,600,Boeing 787,ANA,NH 106,TRUE,1146
320,2,Los Angeles International Airport,LAX,2024-02-10 12:56,Harry Reid International Airport,LAS,2024-02-10 14:09,73,Boeing 737,United,UA 2449,FALSE,0
321,1,Haneda Airport,HND,2024-02-10 22:55,San Francisco International Airport,SFO,2024-02-10 15:20,565,Boeing 777,ANA,NH 108,TRUE,1180
321,2,San Francisco International Airport,SFO,2024-02-11 11:00,Harry Reid International Airport,LAS,2024-02-11 12:45,105,Boeing 737,United,UA 470,FALSE,0
322,1,Haneda Airport,HND,2024-02-10 10:25,George Bush Intercontinental Airport,IAH,2024-02-10 7:20,715,Boeing 787,ANA,NH 114,TRUE,135
